"sampler_name","num_metainference","num_sgd_iters","aide_estimate","aide_estimate_standard_error","median_runtime"
"smc",1,1,7.067914830074573,0.0855473237770395,2.249e-6
"smc",1,3,6.986919425318188,0.08440952056614609,2.175e-6
"smc",1,10,6.8870914542241986,0.08353746042325261,2.17e-6
"smc",1,31,5.440115217054867,0.07211770868496553,2.182e-6
"smc",1,100,3.7571886179907183,0.05594708597120574,2.168e-6
"smc",1,316,3.160311414287299,0.046258503840330895,2.2e-6
"smc",1,1000,3.119690838179894,0.04548187346050502,2.315e-6
"smc",1,3162,3.2126256360542094,0.047369774093232966,2.28e-6
"smc",1,10000,3.1355411584598696,0.04696329304829984,2.295e-6
